Skills v1
63,Natural Born Skeleton Killer,http://images.kingdomofloathing.com/itemimages/skeldoll.gif
64,Miyagi Massage,http://images.kingdomofloathing.com/itemimages/wosp_fist.gif
65,Salamander Kata,http://images.kingdomofloathing.com/itemimages/wosp_sala.gif
66,Flying Fire Fist,http://images.kingdomofloathing.com/itemimages/wosp_fire.gif
67,Stinkpalm,http://images.kingdomofloathing.com/itemimages/wosp_stink.gif
68,Seven-Finger Strike,http://images.kingdomofloathing.com/itemimages/wosp_seven.gif
69,Knuckle Sandwich,http://images.kingdomofloathing.com/itemimages/wosp_knuckle.gif
70,Chilled Monkey Brain Technique,http://images.kingdomofloathing.com/itemimages/wosp_monkey.gif
71,Drunken Baby Style,http://images.kingdomofloathing.com/itemimages/wosp_drunk.gif
72,Worldpunch,http://images.kingdomofloathing.com/itemimages/wosp_dirt.gif
73,Zendo Kobushi Kancho,http://images.kingdomofloathing.com/itemimages/wosp_butt.gif
74,Master of the Surprising Fist,http://images.kingdomofloathing.com/itemimages/wosp_fist.gif
75,Summon &quot;Boner Battalion&quot;,http://images.kingdomofloathing.com/itemimages/fratskull.gif
77,Torment Plant,http://images.kingdomofloathing.com/itemimages/baobab.gif
78,Pinch Ghost,http://images.kingdomofloathing.com/itemimages/famspirit.gif
79,Tattle,http://images.kingdomofloathing.com/itemimages/tattle.gif
80,Thick-Skinned,http://images.kingdomofloathing.com/itemimages/yetifur.gif
81,Chip on your Shoulder,http://images.kingdomofloathing.com/itemimages/bagofchips.gif
82,Request Sandwich,http://images.kingdomofloathing.com/itemimages/sammich.gif
83,Frigidalmatian,http://images.kingdomofloathing.com/itemimages/frigidal.gif
84,Silent Slam,http://images.kingdomofloathing.com/itemimages/corclubcor.gif
85,Silent Squirt,http://images.kingdomofloathing.com/itemimages/blooddrops.gif
86,Silent Slice,http://images.kingdomofloathing.com/itemimages/soulknife.gif
87,Walberg's Dim Bulb,http://images.kingdomofloathing.com/itemimages/blacklight.gif
88,Singer's Faithful Ocelot,http://images.kingdomofloathing.com/itemimages/ocelot.gif
89,Drescher's Annoying Noise,http://images.kingdomofloathing.com/itemimages/brokenflute.gif
90,Deep Dark Visions,http://images.kingdomofloathing.com/itemimages/darkvision.gif
91,Dog Tired,http://images.kingdomofloathing.com/itemimages/jarl_regdog.gif
92,Club Earth,http://images.kingdomofloathing.com/itemimages/upsideturtle.gif
93,Carbohydrate Cudgel,http://images.kingdomofloathing.com/itemimages/pasta.gif
94,Splattersmash,http://images.kingdomofloathing.com/itemimages/splattersmash.gif
95,Grab a Cold One,http://images.kingdomofloathing.com/itemimages/coldone.gif
96,Song of the North,http://images.kingdomofloathing.com/itemimages/songnorth.gif
97,Turtleini,http://images.kingdomofloathing.com/itemimages/turtleini.gif
98,Sauceshell,http://images.kingdomofloathing.com/itemimages/sauceshell.gif
99,Conspiratorial Whispers,http://images.kingdomofloathing.com/itemimages/whispers.gif
100,Song of Slowness,http://images.kingdomofloathing.com/itemimages/songslow.gif
101,Spaghetti Breakfast,http://images.kingdomofloathing.com/itemimages/spaghetti.gif
102,Shadow Noodles,http://images.kingdomofloathing.com/itemimages/shadownoodles.gif
103,Song of Starch,http://images.kingdomofloathing.com/itemimages/songstarch.gif
104,Splashdance,http://images.kingdomofloathing.com/itemimages/splashdance.gif
105,Song of Sauce,http://images.kingdomofloathing.com/itemimages/songsauce.gif
106,Song of Bravado,http://images.kingdomofloathing.com/itemimages/songbravado.gif
107,Summon Annoyance,http://images.kingdomofloathing.com/itemimages/angry.gif
110,Shrap,http://images.kingdomofloathing.com/itemimages/junkjagged.gif
111,Psychokinetic Hug,http://images.kingdomofloathing.com/itemimages/reassured.gif
112,Unoffendable,http://images.kingdomofloathing.com/itemimages/seenitall.gif
113,Grease Up,http://images.kingdomofloathing.com/itemimages/groosegrease.gif
114,Sloppy Secrets,http://images.kingdomofloathing.com/itemimages/knifefork.gif
115,Alien Source Code,http://images.kingdomofloathing.com/itemimages/dna.gif
116,Hollow Leg,http://images.kingdomofloathing.com/itemimages/hollowleg.gif
1000,Seal Clubbing Frenzy,http://images.kingdomofloathing.com/itemimages/clubseal.gif
1003,Thrust-Smack,http://images.kingdomofloathing.com/itemimages/club.gif
1004,Lunge Smack,http://images.kingdomofloathing.com/itemimages/club2.gif
1005,Lunging Thrust-Smack,http://images.kingdomofloathing.com/itemimages/cudgel.gif
1006,Super-Advanced Meatsmithing,http://images.kingdomofloathing.com/itemimages/hammer.gif
1007,Blubber Up,http://images.kingdomofloathing.com/itemimages/sebashield.gif
1008,Fortitude of the Muskox,http://images.kingdomofloathing.com/itemimages/smallheart.gif
1009,Audacity of the Otter,http://images.kingdomofloathing.com/itemimages/3claws.gif
1010,Tongue of the Walrus,http://images.kingdomofloathing.com/itemimages/tonguewalrus.gif
1011,Hide of the Walrus,http://images.kingdomofloathing.com/itemimages/yakskin.gif
1012,Claws of the Walrus,http://images.kingdomofloathing.com/itemimages/3clawsbig.gif
1014,Batter Up!,http://images.kingdomofloathing.com/itemimages/ballbat.gif
1015,Rage of the Reindeer,http://images.kingdomofloathing.com/itemimages/reindeer.gif
1016,Pulverize,http://images.kingdomofloathing.com/itemimages/blackhammer.gif
1017,Double-Fisted Skull Smashing,http://images.kingdomofloathing.com/itemimages/2clubs.gif
1018,Northern Exposure,http://images.kingdomofloathing.com/itemimages/blackcold.gif
1019,Musk of the Moose,http://images.kingdomofloathing.com/itemimages/moosemusk.gif
1020,Snarl of the Timberwolf,http://images.kingdomofloathing.com/itemimages/wolfmask.gif
1022,Clobber,http://images.kingdomofloathing.com/itemimages/clobber.gif
1023,Harpoon!,http://images.kingdomofloathing.com/itemimages/hookspear.gif
1024,Holiday Weight Gain,http://images.kingdomofloathing.com/itemimages/bathroomscale.gif
1025,Iron Palm Technique,http://images.kingdomofloathing.com/itemimages/palmtree.gif
1027,Hibernate,http://images.kingdomofloathing.com/itemimages/sleepy.gif
1028,Cold Shoulder,http://images.kingdomofloathing.com/itemimages/snowflake.gif
1029,Wrath of the Wolverine,http://images.kingdomofloathing.com/itemimages/dipshitfangs.gif
1030,Buoyancy of the Beluga,http://images.kingdomofloathing.com/itemimages/beluga.gif
1031,Scowl of the Auk,http://images.kingdomofloathing.com/itemimages/angry.gif
1032,Furious Wallop,http://images.kingdomofloathing.com/itemimages/wallop.gif
1033,Club Foot,http://images.kingdomofloathing.com/itemimages/clubfoot.gif
1034,Seething of the Snow Leopard,http://images.kingdomofloathing.com/itemimages/madcat.gif
1035,Ire of the Orca,http://images.kingdomofloathing.com/itemimages/orca.gif
1036,Thirst of the Weasel,http://images.kingdomofloathing.com/itemimages/weasel.gif
1037,Cavalcade of Fury,http://images.kingdomofloathing.com/itemimages/cavalcade.gif
1038,Northern Explosion,http://images.kingdomofloathing.com/itemimages/northernexp.gif
1039,Precision of the Penguin,http://images.kingdomofloathing.com/itemimages/reticle.gif
1040,Pride of the Puffin,http://images.kingdomofloathing.com/itemimages/trophy.gif
2000,Patience of the Tortoise,http://images.kingdomofloathing.com/itemimages/tortpatience.gif
2003,Headbutt,http://images.kingdomofloathing.com/itemimages/headbutt.gif
2004,Skin of the Leatherback,http://images.kingdomofloathing.com/itemimages/skin.gif
2005,Shieldbutt,http://images.kingdomofloathing.com/itemimages/simpleshield.gif
2006,Armorcraftiness,http://images.kingdomofloathing.com/itemimages/hatpants.gif
2007,Ghostly Shell,http://images.kingdomofloathing.com/itemimages/ghosturtle.gif
2008,Reptilian Fortitude,http://images.kingdomofloathing.com/itemimages/scharm.gif
2009,Empathy of the Newt,http://images.kingdomofloathing.com/itemimages/empathy.gif
2010,Tenacity of the Snapper,http://images.kingdomofloathing.com/itemimages/snapper.gif
2011,Wisdom of the Elder Tortoises,http://images.kingdomofloathing.com/itemimages/wisdom.gif
2012,Astral Shell,http://images.kingdomofloathing.com/itemimages/blackshell.gif
2014,Amphibian Sympathy,http://images.kingdomofloathing.com/itemimages/sympathy.gif
2015,Kneebutt,http://images.kingdomofloathing.com/itemimages/kneebutt.gif
2016,Cold-Blooded Fearlessness,http://images.kingdomofloathing.com/itemimages/blackskull.gif
2020,Hero of the Half-Shell,http://images.kingdomofloathing.com/itemimages/halfshell.gif
2021,Tao of the Terrapin,http://images.kingdomofloathing.com/itemimages/tao.gif
2022,Spectral Snapper,http://images.kingdomofloathing.com/itemimages/ssnapper.gif
2023,Toss,http://images.kingdomofloathing.com/itemimages/toss.gif
2024,Summon Leviatuga,http://images.kingdomofloathing.com/itemimages/leviatuga.gif
2025,Jingle Bells,http://images.kingdomofloathing.com/itemimages/jinglebells.gif
2026,Curiosity of Br'er Tarrypin,http://images.kingdomofloathing.com/itemimages/curiosity.gif
2027,Spirit Vacation,http://images.kingdomofloathing.com/itemimages/palmtree.gif
2028,Shell Up,http://images.kingdomofloathing.com/itemimages/shellup.gif
2029,Stiff Upper Lip,http://images.kingdomofloathing.com/itemimages/stiffupperlip.gif
2030,Blessing of the War Snapper,http://images.kingdomofloathing.com/itemimages/warsnapper.gif
2031,Spiky Shell,http://images.kingdomofloathing.com/itemimages/spikyshell.gif
2032,Spirit Snap,http://images.kingdomofloathing.com/itemimages/spiritsnap.gif
2033,Blessing of She-Who-Was,http://images.kingdomofloathing.com/itemimages/shewhowas.gif
2034,Butts of Steel,http://images.kingdomofloathing.com/itemimages/steel.gif
2035,Testudinal Teachings,http://images.kingdomofloathing.com/itemimages/sayturtle.gif
2036,Pizza Lover,http://images.kingdomofloathing.com/itemimages/pizzaslice.gif
2037,Blessing of the Storm Tortoise,http://images.kingdomofloathing.com/itemimages/stormtort.gif
2038,The Long View,http://images.kingdomofloathing.com/itemimages/calendar.gif
2039,Spirit Boon,http://images.kingdomofloathing.com/itemimages/spiritboon.gif
2040,Patient Smile,http://images.kingdomofloathing.com/itemimages/patientsmile.gif
2041,Turtle Power,http://images.kingdomofloathing.com/itemimages/turtlepower.gif
3000,Manicotti Meditation,http://images.kingdomofloathing.com/itemimages/mandala.gif
3003,Ravioli Shurikens,http://images.kingdomofloathing.com/itemimages/ravshurikens.gif
3004,Entangling Noodles,http://images.kingdomofloathing.com/itemimages/entnoodles.gif
3005,Cannelloni Cannon,http://images.kingdomofloathing.com/itemimages/pastacannon.gif
3006,Pastamastery,http://images.kingdomofloathing.com/itemimages/bowl.gif
3007,Stuffed Mortar Shell,http://images.kingdomofloathing.com/itemimages/stuffshell.gif
3008,Weapon of the Pastalord,http://images.kingdomofloathing.com/itemimages/ironspoon.gif
3009,Lasagna Bandages,http://images.kingdomofloathing.com/itemimages/lasbandage.gif
3010,Leash of Linguini,http://images.kingdomofloathing.com/itemimages/string.gif
3011,Spirit of Rigatoni,http://images.kingdomofloathing.com/itemimages/rigatoni.gif
3012,Cannelloni Cocoon,http://images.kingdomofloathing.com/itemimages/coccoon.gif
3014,Spirit of Ravioli,http://images.kingdomofloathing.com/itemimages/ravioli.gif
3015,Springy Fusilli,http://images.kingdomofloathing.com/itemimages/fusilli.gif
3016,Tolerance of the Kitchen,http://images.kingdomofloathing.com/itemimages/blackfire.gif
3017,Flavour of Magic,http://images.kingdomofloathing.com/itemimages/flavorofmagic.gif
3018,Transcendental Noodlecraft,http://images.kingdomofloathing.com/itemimages/blacknoodles.gif
3019,Fearful Fettucini,http://images.kingdomofloathing.com/itemimages/fearfulfet.gif
3020,Spaghetti Spear,http://images.kingdomofloathing.com/itemimages/line.gif
3021,Tempuramancy,http://images.kingdomofloathing.com/itemimages/batter.gif
3022,Candyblast,http://images.kingdomofloathing.com/itemimages/candypile.gif
3023,Stringozzi Serpent,http://images.kingdomofloathing.com/itemimages/scharm.gif
3024,Canticle of Carboloading,http://images.kingdomofloathing.com/itemimages/carboloading.gif
3025,Utensil Twist,http://images.kingdomofloathing.com/itemimages/pizzacut.gif
3026,Transcendent Al Dente,http://images.kingdomofloathing.com/itemimages/aldente.gif
3027,Bind Vampieroghi,http://images.kingdomofloathing.com/itemimages/t_vampieroghi.gif
3028,Arched Eyebrow of the Archmage,http://images.kingdomofloathing.com/itemimages/archedeyebrow.gif
3029,Bind Vermincelli,http://images.kingdomofloathing.com/itemimages/t_vermincelli.gif
3030,Bringing Up the Rear,http://images.kingdomofloathing.com/itemimages/bringuptherear.gif
3031,Bind Angel Hair Wisp,http://images.kingdomofloathing.com/itemimages/t_wisp.gif
3032,Shield of the Pastalord,http://images.kingdomofloathing.com/itemimages/pastashield.gif
3033,Bind Undead Elbow Macaroni,http://images.kingdomofloathing.com/itemimages/t_elbowmac.gif
3034,Thrall Unit Tactics,http://images.kingdomofloathing.com/itemimages/tactics.gif
3035,Bind Penne Dreadful,http://images.kingdomofloathing.com/itemimages/t_dreadful.gif
3036,Subtle and Quick to Anger,http://images.kingdomofloathing.com/itemimages/quicktoanger.gif
3037,Bind Lasagmbie,http://images.kingdomofloathing.com/itemimages/t_lasagmbie.gif
3038,Wizard Squint,http://images.kingdomofloathing.com/itemimages/wizardsquint.gif
3039,Bind Spice Ghost,http://images.kingdomofloathing.com/itemimages/t_spiceghost.gif
3041,Bind Spaghetti Elemental,http://images.kingdomofloathing.com/itemimages/t_spagdemon.gif
4000,Sauce Contemplation,http://images.kingdomofloathing.com/itemimages/contemplation.gif
4003,Stream of Sauce,http://images.kingdomofloathing.com/itemimages/saucestream.gif
4004,Expert Panhandling,http://images.kingdomofloathing.com/itemimages/saucepan.gif
4005,Saucestorm,http://images.kingdomofloathing.com/itemimages/raincloud.gif
4006,Advanced Saucecrafting,http://images.kingdomofloathing.com/itemimages/lovepotion.gif
4007,Elemental Saucesphere,http://images.kingdomofloathing.com/itemimages/elesphere.gif
4008,Jalape&ntilde;o Saucesphere,http://images.kingdomofloathing.com/itemimages/pepsphere.gif
4009,Wave of Sauce,http://images.kingdomofloathing.com/itemimages/saucewave.gif
4010,Intrinsic Spiciness,http://images.kingdomofloathing.com/itemimages/pepper.gif
4011,Master Saucier,http://images.kingdomofloathing.com/itemimages/mastersaucier.gif
4012,Saucegeyser,http://images.kingdomofloathing.com/itemimages/saucegeyser.gif
4014,Saucy Salve,http://images.kingdomofloathing.com/itemimages/saucysalve.gif
4015,Impetuous Sauciness,http://images.kingdomofloathing.com/itemimages/5alarm.gif
4016,Diminished Gag Reflex,http://images.kingdomofloathing.com/itemimages/blackstench.gif
4017,Irrepressible Spunk,http://images.kingdomofloathing.com/itemimages/spunk.gif
4018,The Way of Sauce,http://images.kingdomofloathing.com/itemimages/potion9.gif
4019,Scarysauce,http://images.kingdomofloathing.com/itemimages/scarysauce.gif
4020,Salsaball,http://images.kingdomofloathing.com/itemimages/salsaball.gif
4021,Deep Saucery,http://images.kingdomofloathing.com/itemimages/potion10.gif
4022,Surge of Icing,http://images.kingdomofloathing.com/itemimages/icingsurge.gif
4023,K&auml;seso&szlig;esturm,http://images.kingdomofloathing.com/itemimages/cheesestorm.gif
4024,Curse of Vichyssoise,http://images.kingdomofloathing.com/itemimages/scurse1.gif
4025,Simmer,http://images.kingdomofloathing.com/itemimages/simmer.gif
4026,Icy Glare,http://images.kingdomofloathing.com/itemimages/icyglare.gif
4027,Soul Saucery,http://images.kingdomofloathing.com/itemimages/soulsauce.gif
4028,Inner Sauce,http://images.kingdomofloathing.com/itemimages/innersauce.gif
4029,Curse of Marinara,http://images.kingdomofloathing.com/itemimages/scurse3.gif
4030,Itchy Curse Finger,http://images.kingdomofloathing.com/itemimages/triggerfinger.gif
4031,Curse of the Thousand Islands,http://images.kingdomofloathing.com/itemimages/scurse2.gif
4032,Saucecicle,http://images.kingdomofloathing.com/itemimages/saucecicle.gif
4033,Antibiotic Saucesphere,http://images.kingdomofloathing.com/itemimages/antibiosphere.gif
4034,Curse of Weaksauce,http://images.kingdomofloathing.com/itemimages/scurse4.gif
4035,Wry Smile,http://images.kingdomofloathing.com/itemimages/wrysmile.gif
4037,Sauce Monocle,http://images.kingdomofloathing.com/itemimages/saucemonocle.gif
4038,Blood Sugar Sauce Magic,http://images.kingdomofloathing.com/itemimages/saucedrops.gif
4039,Saucemaven,http://images.kingdomofloathing.com/itemimages/saucemaven.gif
5000,Disco Aerobics,http://images.kingdomofloathing.com/itemimages/discoball.gif
5003,Disco Eye-Poke,http://images.kingdomofloathing.com/itemimages/eyepoke.gif
5004,Nimble Fingers,http://images.kingdomofloathing.com/itemimages/glove.gif
5005,Disco Dance of Doom,http://images.kingdomofloathing.com/itemimages/dance1.gif
5006,Mad Looting Skillz,http://images.kingdomofloathing.com/itemimages/chest.gif
5007,Disco Nap,http://images.kingdomofloathing.com/itemimages/sleepy.gif
5008,Disco Dance II: Electric Boogaloo,http://images.kingdomofloathing.com/itemimages/dance2.gif
5009,Disco Fever,http://images.kingdomofloathing.com/itemimages/discomask.gif
5010,Overdeveloped Sense of Self Preservation,http://images.kingdomofloathing.com/itemimages/numberone.gif
5011,Adventurer of Leisure,http://images.kingdomofloathing.com/itemimages/powernap.gif
5012,Disco Face Stab,http://images.kingdomofloathing.com/itemimages/facestab.gif
5014,Advanced Cocktailcrafting,http://images.kingdomofloathing.com/itemimages/shaker.gif
5015,Ambidextrous Funkslinging,http://images.kingdomofloathing.com/itemimages/ambidex.gif
5016,Heart of Polyester,http://images.kingdomofloathing.com/itemimages/blackwink.gif
5017,Smooth Movement,http://images.kingdomofloathing.com/itemimages/footprints.gif
5018,Superhuman Cocktailcrafting,http://images.kingdomofloathing.com/itemimages/fruitym.gif
5019,Tango of Terror,http://images.kingdomofloathing.com/itemimages/terrortango.gif
5021,Suckerpunch,http://images.kingdomofloathing.com/itemimages/hernia.gif
5022,Salacious Cocktailcrafting,http://images.kingdomofloathing.com/itemimages/saltshaker.gif
5023,Stealth Mistletoe,http://images.kingdomofloathing.com/itemimages/mistletoe.gif
5024,Kung Fu Hustler,http://images.kingdomofloathing.com/itemimages/kungfu.gif
5025,Deft Hands,http://images.kingdomofloathing.com/itemimages/glove.gif
5026,Disco State of Mind,http://images.kingdomofloathing.com/itemimages/moxman.gif
5027,Frantic Gyrations,http://images.kingdomofloathing.com/itemimages/spiral.gif
5028,That's Not a Knife,http://images.kingdomofloathing.com/itemimages/knife.gif
5029,Tricky Knifework,http://images.kingdomofloathing.com/itemimages/dv_remknife.gif
5030,Flashy Dancer,http://images.kingdomofloathing.com/itemimages/flashydancer.gif
5031,Disco Smirk,http://images.kingdomofloathing.com/itemimages/wink.gif
5032,Disco Greed,http://images.kingdomofloathing.com/itemimages/dollarsign.gif
5033,Knife in the Dark,http://images.kingdomofloathing.com/itemimages/knifedark.gif
5034,Disco Bravado,http://images.kingdomofloathing.com/itemimages/discobravado.gif
5035,Disco Shank,http://images.kingdomofloathing.com/itemimages/irondagger.gif
5036,Disco Dance 3: Back in the Habit,http://images.kingdomofloathing.com/itemimages/dance3.gif
5037,Disco Inferno,http://images.kingdomofloathing.com/itemimages/fire.gif
5038,Sensitive Fingers,http://images.kingdomofloathing.com/itemimages/sensifingers.gif
5039,Disco Leer,http://images.kingdomofloathing.com/itemimages/discoleer.gif
6000,Moxie of the Mariachi,http://images.kingdomofloathing.com/itemimages/accordion.gif
6003,Aloysius' Antiphon of Aptitude,http://images.kingdomofloathing.com/itemimages/antiphon.gif
6004,The Moxious Madrigal,http://images.kingdomofloathing.com/itemimages/madrigal.gif
6005,Cletus's Canticle of Celerity,http://images.kingdomofloathing.com/itemimages/celerity.gif
6006,The Polka of Plenty,http://images.kingdomofloathing.com/itemimages/plenty.gif
6007,The Magical Mojomuscular Melody,http://images.kingdomofloathing.com/itemimages/mojomusc.gif
6008,The Power Ballad of the Arrowsmith,http://images.kingdomofloathing.com/itemimages/arrowsmith.gif
6009,Brawnee's Anthem of Absorption,http://images.kingdomofloathing.com/itemimages/brawnees.gif
6010,Fat Leon's Phat Loot Lyric,http://images.kingdomofloathing.com/itemimages/fatleons.gif
6011,The Psalm of Pointiness,http://images.kingdomofloathing.com/itemimages/psalm.gif
6012,Jackasses' Symphony of Destruction,http://images.kingdomofloathing.com/itemimages/jackasses.gif
6013,Stevedave's Shanty of Superiority,http://images.kingdomofloathing.com/itemimages/superiority.gif
6014,The Ode to Booze,http://images.kingdomofloathing.com/itemimages/odetobooze.gif
6015,The Sonata of Sneakiness,http://images.kingdomofloathing.com/itemimages/sonata.gif
6016,Carlweather's Cantata of Confrontation,http://images.kingdomofloathing.com/itemimages/cantata.gif
6017,Ur-Kel's Aria of Annoyance,http://images.kingdomofloathing.com/itemimages/urkels.gif
6018,Dirge of Dreadfulness,http://images.kingdomofloathing.com/itemimages/dirge.gif
6020,The Ballad of Richie Thingfinder,http://images.kingdomofloathing.com/itemimages/richie.gif
6021,Benetton's Medley of Diversity,http://images.kingdomofloathing.com/itemimages/medley.gif
6022,Elron's Explosive Etude,http://images.kingdomofloathing.com/itemimages/etude.gif
6023,Chorale of Companionship,http://images.kingdomofloathing.com/itemimages/chorale.gif
6024,Prelude of Precision,http://images.kingdomofloathing.com/itemimages/prelude.gif
6025,Sing,http://images.kingdomofloathing.com/itemimages/breath.gif
6026,Donho's Bubbly Ballad,http://images.kingdomofloathing.com/itemimages/bubblyballad.gif
6027,Cringle's Curative Carol,http://images.kingdomofloathing.com/itemimages/curative.gif
6028,Inigo's Incantation of Inspiration,http://images.kingdomofloathing.com/itemimages/incantation.gif
6029,Dissonant Riff,http://images.kingdomofloathing.com/itemimages/brokenflute.gif
6030,Cadenza,http://images.kingdomofloathing.com/itemimages/cadenza.gif
6031,Crab Claw Technique,http://images.kingdomofloathing.com/itemimages/crabclaw.gif
6032,Accordion Bash,http://images.kingdomofloathing.com/itemimages/accordionbash.gif
6033,Accordion Appreciation,http://images.kingdomofloathing.com/itemimages/acc17.gif
6034,Concerto de los Muertos,http://images.kingdomofloathing.com/itemimages/cdlm.gif
6035,Five Finger Discount,http://images.kingdomofloathing.com/itemimages/dollarsign.gif
6036,Suspicious Gaze,http://images.kingdomofloathing.com/itemimages/susgaze.gif
6037,Bawdy Refrain,http://images.kingdomofloathing.com/itemimages/bawdyrefrain.gif
6038,Thief Among the Honorable,http://images.kingdomofloathing.com/itemimages/thiefeyes.gif
6039,Sticky Fingers,http://images.kingdomofloathing.com/itemimages/stickygloves.gif
6040,Cone of Zydeco,http://images.kingdomofloathing.com/itemimages/zydecone.gif
6041,Master Accordion Master Thief,http://images.kingdomofloathing.com/itemimages/moneybag.gif
6042,Knowing Smile,http://images.kingdomofloathing.com/itemimages/coolsmile.gif
6043,Mariachi Memory,http://images.kingdomofloathing.com/itemimages/mariachimem.gif
7001,Give In to Your Vampiric Urges,http://images.kingdomofloathing.com/itemimages/bakutal.gif
7002,Shake Hands,http://images.kingdomofloathing.com/itemimages/buzzer.gif
7003,Hot Breath,http://images.kingdomofloathing.com/itemimages/breath.gif
7004,Cold  Breath,http://images.kingdomofloathing.com/itemimages/breath.gif
7005,Spooky Breath,http://images.kingdomofloathing.com/itemimages/breath.gif
7006,Stinky Breath,http://images.kingdomofloathing.com/itemimages/breath.gif
7007,Sleazy Breath,http://images.kingdomofloathing.com/itemimages/breath.gif
7009,Magic Missile,http://images.kingdomofloathing.com/itemimages/magmissile.gif
7010,Fire Red Bottle-Rocket,http://images.kingdomofloathing.com/itemimages/bottlerocket.gif
7011,Fire Blue Bottle-Rocket,http://images.kingdomofloathing.com/itemimages/bottlerocket.gif
7012,Fire Orange Bottle-Rocket,http://images.kingdomofloathing.com/itemimages/bottlerocket.gif
